Salud y servicios sociales.Recursos y asistencia sanitaria.Centros y equipamiento sanitario.Hospitales.Grupo2.Poblacion asignada. null. Unidad: Número. Fuente: Memoria del Hospital Universitario de Torrejón;
Serie;Unidad;Ambito;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022

Total  población asignada al Hospital Universitario de Torrejón;Número;Comunidad de Madrid;137.967,00;139.917,00;142.279,00;144.584,00;147.020,00;149.495,00;151.618,00;153.706,00;152.244,00;157.439,00;

Población del centro de salud Brújula de Torrejón de Ardoz asignada al Hospital Universitario de Torrejón;Número;Comunidad de Madrid;19.105,00;19.457,00;19.818,00;20.258,00;20.587,00;20.884,00;20.960,00;21.122,00;20.789,00;21.189,00;

Población del centro de salud Fronteras de Torrejón de Ardoz asignada al Hospital Universitario de Torrejón;Número;Comunidad de Madrid;33.023,00;32.856,00;33.099,00;33.234,00;33.356,00;33.629,00;33.663,00;33.856,00;33.040,00;33.323,00;

Población del centro de salud Juncal de Torrejón de Ardoz asignada al Hospital Universitario de Torrejón;Número;Comunidad de Madrid;26.154,00;26.481,00;26.744,00;26.824,00;27.159,00;27.458,00;27.782,00;27.992,00;27.667,00;27.971,00;

Población del centro de salud La Plata de Torrejón de Ardoz asignada al Hospital Universitario de Torrejón;Número;Comunidad de Madrid;19.294,00;20.202,00;20.956,00;22.017,00;22.937,00;23.909,00;24.582,00;25.446,00;25.736,00;28.186,00;

Población del centro de salud La Veredilla de Torrejón de Ardoz asignada al Hospital Universitario de Torrejón;Número;Comunidad de Madrid;15.081,00;15.136,00;15.404,00;15.610,00;15.880,00;16.078,00;16.286,00;16.366,00;16.073,00;16.253,00;

Población del centro de salud Los Fresnos de Torrejón de Ardoz asignada al Hospital Universitario de Torrejón;Número;Comunidad de Madrid;10.252,00;10.456,00;10.661,00;10.757,00;10.939,00;11.134,00;11.525,00;11.824,00;11.892,00;12.832,00;

Población del consultorio de Daganzo asignada al Hospital Universitario de Torrejón;Número;Comunidad de Madrid;15.058,00;15.329,00;15.597,00;15.884,00;16.162,00;16.403,00;16.820,00;17.100,00;17.047,00;17.685,00;
Notas;
Población a 31 de diciembre del año anterior.;
;
La poiblación asignada al Hospital Universitario deTorrejón es la de los municipiosde Ajalvir, Daganzo, Fresno de Torote, Torrejón de Ardoz y Ribatejada.;
