Salud y servicios sociales.Recursos y asistencia sanitaria.Centros y equipamiento sanitario.Hospitales.Grupo3.Poblacion asignada. null. Unidad: Número. Fuente: Memoria del Hospital Universitario La Paz;
Serie;Unidad;Ambito;2013;2014;2015;2016;2017;2018;2019;2020;2021

Total población adscrita al Hospital Universitario La Paz;Número;Comunidad de Madrid;495.007,00;499.111,00;504.378,00;509.518,00;527.756,00;527.366,00;531.371,00;536.448,00;528.922,00;

Población del centro de salud Barrio del Pilar del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;43.302,00;43.080,00;43.178,00;43.033,00;43.315,00;43.248,00;42.996,00;42.791,00;41.629,00;

Población del centro de salud Bustarviejo del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;19.889,00;19.905,00;19.916,00;20.101,00;20.633,00;20.619,00;20.542,00;20.704,00;20.138,00;

Población del centro de salud Ciudad Periodistas del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;27.664,00;27.499,00;27.480,00;27.329,00;27.822,00;27.778,00;27.602,00;27.270,00;26.715,00;

Población del centro de salud de Colmenar Viejo Norte adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;22.141,00;22.422,00;22.383,00;22.491,00;23.135,00;23.113,00;23.382,00;23.654,00;23.332,00;

Población del centro de salud de Colmenar Viejo Sur adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;22.175,00;22.574,00;23.181,00;23.704,00;25.098,00;25.082,00;25.643,00;26.211,00;26.089,00;

Población del centro de salud Dr. Castroviejo del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;42.423,00;42.331,00;42.449,00;42.541,00;43.133,00;43.122,00;42.921,00;42.770,00;41.788,00;

Población del centro de salud Fuencarral del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;26.797,00;26.652,00;26.356,00;26.213,00;26.206,00;26.199,00;26.210,00;26.156,00;25.161,00;

Población del centro de salud Fuentelarreina del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;20.426,00;20.699,00;20.883,00;20.972,00;21.420,00;21.393,00;21.534,00;21.568,00;21.395,00;

Población del centro de salud Infanta Mercedes del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;31.792,00;31.852,00;32.169,00;32.279,00;33.107,00;33.067,00;33.197,00;33.336,00;32.851,00;

Población del centro de salud José Marvá del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;22.385,00;22.749,00;23.205,00;23.746,00;25.120,00;25.146,00;25.377,00;25.692,00;25.199,00;

Población del centro de salud La Ventilla del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;21.466,00;21.557,00;21.486,00;21.518,00;22.180,00;22.145,00;22.143,00;22.430,00;21.918,00;

Población del centro de salud de Manzanares el Real adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;13.055,00;13.303,00;13.612,00;13.815,00;14.446,00;14.426,00;14.685,00;14.920,00;15.202,00;

Población del centro de salud Mirasierra del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;36.697,00;38.261,00;39.771,00;41.082,00;45.144,00;45.155,00;46.766,00;48.274,00;48.742,00;

Población del centro de salud Nuñez Morgado del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;21.135,00;21.208,00;21.330,00;21.600,00;22.162,00;22.130,00;22.289,00;22.509,00;22.253,00;

Población del centro de salud Reina Victoria del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;29.003,00;29.293,00;29.953,00;30.351,00;31.404,00;31.450,00;31.553,00;31.962,00;31.021,00;

Población del centro de salud Sector Embarcaciones de Tres Cantos adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;19.166,00;19.595,00;19.970,00;20.462,00;21.699,00;21.694,00;22.153,00;22.571,00;22.702,00;

Población del centro de salud de Soto del Real adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;21.527,00;21.626,00;21.834,00;22.029,00;22.803,00;22.806,00;23.175,00;23.624,00;23.891,00;

Población del centro de salud de Tres Cantos adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;21.703,00;22.059,00;22.457,00;23.173,00;24.543,00;24.485,00;24.867,00;25.062,00;24.834,00;

Población del centro de salud Villaamil del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;22.274,00;22.562,00;22.906,00;23.240,00;24.252,00;24.214,00;24.391,00;24.874,00;24.270,00;

Población del centro de salud Virgen de Begoña del municipio de Madrid adscrita al Hospital Universitario la Paz;Número;Comunidad de Madrid;9.987,00;9.884,00;9.859,00;9.839,00;10.134,00;10.094,00;9.945,00;10.070,00;9.792,00;
Notas;
Población a 31 de diciembre del año anterior.;
;
A partir del año 2014 los datos del Hospital Carlos III se han totalizado con los del Hospital Universitario La Paz.;
