Salud y servicios sociales.Recursos y asistencia sanitaria.Centros y equipamiento sanitario.Hospitales.Grupo3.Poblacion asignada. null. Unidad: Número. Fuente: Memoria del Hospital Fundación Jiménez Díaz.;
Serie;Unidad;Ambito;2014;2015;2016;2017;2018;2019;2020;2021;2022

Total población adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;420.074,00;423.970,00;441.425,00;435.580,00;441.839,00;443.744,00;447.588,00;440.164,00;451.269,00;

Población del centro de salud Alameda del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;19.811,00;19.949,00;20.124,00;20.509,00;20.792,00;20.612,00;20.714,00;19.752,00;19.051,00;

Población del centro de salud Andrés Mellado del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;22.481,00;22.346,00;22.360,00;22.362,00;22.511,00;22.593,00;22.552,00;22.292,00;23.022,00;

Población del centro de salud Aravaca del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;34.858,00;35.612,00;36.625,00;37.277,00;38.067,00;38.585,00;39.173,00;38.950,00;40.843,00;

Población del centro de salud Argüelles del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;13.048,00;13.124,00;13.330,00;13.509,00;13.699,00;13.712,00;13.595,00;13.234,00;13.454,00;

Población del centro de salud Cáceres del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;12.776,00;12.900,00;13.090,00;13.434,00;13.627,00;13.684,00;13.817,00;13.301,00;13.501,00;

Población del centro de salud Casa de Campo del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;12.255,00;12.335,00;12.569,00;12.725,00;12.836,00;12.835,00;12.936,00;12.641,00;12.796,00;

Población del centro de salud Delicias del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;9.654,00;9.733,00;9.876,00;10.074,00;10.290,00;10.372,00;10.586,00;10.443,00;10.757,00;

Población del centro de salud El Pardo del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;2.755,00;2.728,00;2.875,00;2.653,00;2.674,00;2.679,00;2.662,00;2.579,00;2.747,00;

Población del centro de salud Embajadores del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;19.261,00;19.211,00;19.421,00;19.369,00;19.448,00;19.327,00;19.298,00;18.773,00;18.662,00;

Población del centro de salud Isla de Oza del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;20.607,00;20.521,00;20.282,00;20.331,00;20.427,00;20.399,00;20.519,00;20.171,00;20.685,00;

Población del centro de salud Justicia del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;14.191,00;14.392,00;14.686,00;14.902,00;15.341,00;15.534,00;15.624,00;15.192,00;16.115,00;

Población del centro de salud Las Cortes del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;26.574,00;26.900,00;27.449,00;27.883,00;28.229,00;28.376,00;28.668,00;28.274,00;29.650,00;

Población del centro de salud Lavapiés del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;22.502,00;23.150,00;23.908,00;24.461,00;24.894,00;24.803,00;25.311,00;25.534,00;26.712,00;

Población del centro de salud Legazpi del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;30.158,00;30.935,00;31.816,00;32.483,00;32.950,00;33.518,00;34.018,00;33.806,00;34.799,00;

Población del centro de salud Linneo del municipio de Madrid adscrita al Hospital Fundación Jiménez Díaz;Número;Comunidad de Madrid;9.587,00;9.563,00;9.632,00;9.522,00;9.583,00;9.527,00;9.540,00;9.355,00;9.483,00;

