Salud y servicios sociales.Recursos y asistencia sanitaria.Centros y equipamiento sanitario.Hospitales.Grupo2.Poblacion asignada. null. Unidad: Número. Fuente: Memoria del Hospital Universitario de Fuenlabrada;
Serie;Unidad;Ambito;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022

Total población asignada al Hospital Universitario de Fuenlabrada;Número;Comunidad de Madrid;224.549,00;222.531,00;222.406,00;223.581,00;224.016,00;225.427,00;226.976,00;227.028,00;227.484,00;223.857,00;223.366,00;

Población del centro de salud Alicante de Fuenlabrada asignada al Hospital Universitario de Fuenlabra;Número;Comunidad de Madrid;27.440,00;27.149,00;27.098,00;27.250,00;27.345,00;27.605,00;27.819,00;27.634,00;27.651,00;27.019,00;27.172,00;

Población del centro de salud Castilla la Nueva de Fuenlabrada asignada al Hospital Universitario de Fuenlabra;Número;Comunidad de Madrid;24.777,00;24.455,00;24.304,00;24.315,00;24.135,00;24.055,00;24.045,00;23.956,00;23.875,00;23.251,00;21.984,00;

Población del centro de salud Cuzco de Fuenlabrada asignada al Hospital Universitario de Fuenlabrada;Número;Comunidad de Madrid;24.512,00;24.050,00;23.834,00;23.887,00;23.880,00;23.960,00;24.128,00;24.130,00;24.166,00;23.727,00;23.995,00;

Población del centro de salud El Naranjo de Fuenlabrada asignada al Hospital Universitario de Fuenlabra;Número;Comunidad de Madrid;20.082,00;19.832,00;19.843,00;19.935,00;19.999,00;20.103,00;20.358,00;20.398,00;20.343,00;20.032,00;19.925,00;

Población del centro de salud Francia de Fuenlabrada asignada al Hospital Universitario de Fuenlabrada;Número;Comunidad de Madrid;37.126,00;36.721,00;36.551,00;36.665,00;36.546,00;36.662,00;36.835,00;36.832,00;36.960,00;36.397,00;36.675,00;

Población del centro de salud Humanes de Fuenlabrada asignada al Hospital Universitario de Fuenlabrada;Número;Comunidad de Madrid;23.535,00;23.687,00;24.006,00;24.290,00;24.583,00;24.982,00;25.274,00;25.525,00;25.800,00;25.696,00;26.162,00;

Población del centro de salud Panaderas de Fuenlabrada asignada al Hospital Universitario de Fuenlabra;Número;Comunidad de Madrid;37.808,00;37.195,00;37.106,00;37.341,00;37.387,00;37.686,00;37.965,00;37.920,00;37.873,00;37.214,00;37.019,00;

Población del centro de salud Parque Loranca de Fuenlabrada asignada al Hospital Universitario de Fuenlabra;Número;Comunidad de Madrid;29.269,00;29.442,00;29.664,00;29.898,00;30.141,00;30.374,00;30.552,00;30.633,00;30.816,00;30.521,00;30.434,00;
Notas;
Población a 31 de diciembre del año anterior.;
;
La poiblación asignada al Hospital Universitario de Fuenlabrada es la de los municipios de Fuenlabrada, Humanes y Moraleja de Enmedio,;
