Salud y servicios sociales.Recursos y asistencia sanitaria.Centros y equipamiento sanitario.Hospitales.Grupo2.Poblacion asignada. null. Unidad: Número. Fuente: Memoria del Hospital Universitario Fundación Alcorcón;
Serie;Unidad;Ambito;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022

Total  población asignada al Hospital Universitario Fundación Alcorcón;Número;Comunidad de Madrid;166.388,00;166.943,00;167.975,00;168.450,00;169.867,00;171.098,00;171.718,00;172.492,00;169.889,00;171.294,00;

Población del centro de salud Dr.Trueta de Alcorcón asignada al Hospital Universitario Fundación Alcorcón;Número;Comunidad de Madrid;12.546,00;12.205,00;12.231,00;12.397,00;12.460,00;12.531,00;12.576,00;12.654,00;12.450,00;12.595,00;

Población del centro de salud Gregorio Marañón de Alcorcón asignada al Hospital Universitario Fundación Alcorcón;Número;Comunidad de Madrid;25.619,00;25.958,00;26.212,00;26.569,00;26.985,00;27.340,00;27.537,00;27.918,00;27.832,00;28.760,00;

Población del centro de salud La Rivota de Alcorcón asignada al Hospital Universitario Fundación Alcorcón;Número;Comunidad de Madrid;22.883,00;23.357,00;23.704,00;23.919,00;24.173,00;24.533,00;24.888,00;25.134,00;24.967,00;25.317,00;

Población del centro de salud Los Castillos de Alcorcón asignada al Hospital Universitario Fundación Alcorcón;Número;Comunidad de Madrid;28.127,00;28.166,00;28.384,00;28.380,00;28.582,00;28.626,00;28.591,00;28.651,00;28.148,00;27.893,00;

Población del centro de salud Miguel Servet de Alcorcón asignada al Hospital Universitario Fundación Alcorcón;Número;Comunidad de Madrid;29.304,00;29.357,00;29.528,00;29.572,00;30.022,00;30.159,00;30.151,00;30.180,00;29.561,00;30.018,00;

Población del centro de salud Pedro Lain Entralgo de Alcorcón asignada al Hospital Universitario Fundación Alcorcón;Número;Comunidad de Madrid;25.741,00;25.670,00;25.597,00;25.271,00;25.170,00;25.166,00;25.165,00;24.999,00;24.482,00;24.189,00;

Población del centro de salud Ramón y Cajal de Alcorcón asignada al Hospital Universitario Fundación Alcorcón;Número;Comunidad de Madrid;22.168,00;22.230,00;22.319,00;22.342,00;22.475,00;22.743,00;22.810,00;22.956,00;22.449,00;22.522,00;
Notas;
Población a 31 de diciembre del año anterior.;
;
La poiblación asignada al Hospital Universitario Fundación Alcorcón es la del municipio de Alcorcón;
