id_education;cycle;type_solicitude;year;total
28041354;bachillerato;Presentadas;2020-2021;4
28041354;bachillerato;Presentadas;2021-2022;3
28041354;bachillerato;Presentadas;2022-2023;11
28041354;bachillerato;Presentadas;2023-2024;1
28041354;bachillerato;Presentadas;2024-2025;9
28041354;bachillerato;Admitidas;2020-2021;0
28041354;bachillerato;Admitidas;2021-2022;0
28041354;bachillerato;Admitidas;2022-2023;1
28041354;bachillerato;Admitidas;2023-2024;0
28041354;bachillerato;Admitidas;2024-2025;0
28041354;bachillerato;No admitidas;2020-2021;4
28041354;bachillerato;No admitidas;2021-2022;3
28041354;bachillerato;No admitidas;2022-2023;10
28041354;bachillerato;No admitidas;2023-2024;1
28041354;bachillerato;No admitidas;2024-2025;9
28019567;primaria;Presentadas;2020-2021;3
28019567;primaria;Presentadas;2021-2022;8
28019567;primaria;Presentadas;2022-2023;7
28019567;primaria;Presentadas;2023-2024;2
28019567;primaria;Presentadas;2024-2025;2
28019567;primaria;Admitidas;2020-2021;1
28019567;primaria;Admitidas;2021-2022;4
28019567;primaria;Admitidas;2022-2023;6
28019567;primaria;Admitidas;2023-2024;2
28019567;primaria;Admitidas;2024-2025;1
28019567;primaria;No admitidas;2020-2021;2
28019567;primaria;No admitidas;2021-2022;4
28019567;primaria;No admitidas;2022-2023;1
28019567;primaria;No admitidas;2023-2024;0
28019567;primaria;No admitidas;2024-2025;1
28025661;primaria;Presentadas;2020-2021;10
28025661;primaria;Presentadas;2021-2022;8
28025661;primaria;Presentadas;2022-2023;3
28025661;primaria;Presentadas;2023-2024;9
28025661;primaria;Presentadas;2024-2025;9
28025661;primaria;Admitidas;2020-2021;9
28025661;primaria;Admitidas;2021-2022;7
28025661;primaria;Admitidas;2022-2023;3
28025661;primaria;Admitidas;2023-2024;7
28025661;primaria;Admitidas;2024-2025;6
28025661;primaria;No admitidas;2020-2021;1
28025661;primaria;No admitidas;2021-2022;1
28025661;primaria;No admitidas;2022-2023;0
28025661;primaria;No admitidas;2023-2024;2
28025661;primaria;No admitidas;2024-2025;3
28043511;infantil_i_ciclo;Presentadas en el centro;2020-2021;93
28043511;infantil_i_ciclo;Presentadas en el centro;2021-2022;91
28043511;infantil_i_ciclo;Presentadas en el centro;2022-2023;85
28043511;infantil_i_ciclo;Presentadas en el centro;2023-2024;79
28043511;infantil_i_ciclo;Presentadas en el centro;2024-2025;92
28043511;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;64
28043511;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;81
28043511;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;69
28043511;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;69
28043511;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;77
28043511;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28043511;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;3
28043511;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;5
28043511;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;1
28043511;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;2
28043511;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;31
28043511;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;7
28043511;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;10
28043511;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;9
28043511;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;13
28025634;primaria;Presentadas;2020-2021;6
28025634;primaria;Presentadas;2021-2022;3
28025634;primaria;Presentadas;2022-2023;2
28025634;primaria;Presentadas;2023-2024;2
28025634;primaria;Presentadas;2024-2025;7
28025634;primaria;Admitidas;2020-2021;6
28025634;primaria;Admitidas;2021-2022;1
28025634;primaria;Admitidas;2022-2023;2
28025634;primaria;Admitidas;2023-2024;2
28025634;primaria;Admitidas;2024-2025;5
28025634;primaria;No admitidas;2020-2021;0
28025634;primaria;No admitidas;2021-2022;2
28025634;primaria;No admitidas;2022-2023;0
28025634;primaria;No admitidas;2023-2024;0
28025634;primaria;No admitidas;2024-2025;2
28044719;bachillerato;Presentadas;2020-2021;104
28044719;bachillerato;Presentadas;2021-2022;141
28044719;bachillerato;Presentadas;2022-2023;110
28044719;bachillerato;Presentadas;2023-2024;81
28044719;bachillerato;Presentadas;2024-2025;69
28044719;bachillerato;Admitidas;2020-2021;71
28044719;bachillerato;Admitidas;2021-2022;75
28044719;bachillerato;Admitidas;2022-2023;80
28044719;bachillerato;Admitidas;2023-2024;54
28044719;bachillerato;Admitidas;2024-2025;49
28044719;bachillerato;No admitidas;2020-2021;33
28044719;bachillerato;No admitidas;2021-2022;66
28044719;bachillerato;No admitidas;2022-2023;30
28044719;bachillerato;No admitidas;2023-2024;27
28044719;bachillerato;No admitidas;2024-2025;20
28004989;infantil_i_ciclo;Presentadas en el centro;2022-2023;44
28004989;infantil_i_ciclo;Presentadas en el centro;2023-2024;49
28004989;infantil_i_ciclo;Presentadas en el centro;2024-2025;40
28004989;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;28
28004989;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;33
28004989;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;29
28004989;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;1
28004989;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;2
28004989;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;2
28004989;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;13
28004989;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;14
28004989;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;8
28065310;infantil_i_ciclo;Presentadas en el centro;2020-2021;101
28065310;infantil_i_ciclo;Presentadas en el centro;2021-2022;137
28065310;infantil_i_ciclo;Presentadas en el centro;2022-2023;132
28065310;infantil_i_ciclo;Presentadas en el centro;2023-2024;157
28065310;infantil_i_ciclo;Presentadas en el centro;2024-2025;140
28065310;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;70
28065310;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;74
28065310;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;74
28065310;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;70
28065310;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;72
28065310;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28065310;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;2
28065310;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;1
28065310;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;3
28065310;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;2
28065310;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;36
28065310;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;61
28065310;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;57
28065310;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;84
28065310;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;65
28038872;eso;Presentadas;2020-2021;141
28038872;eso;Presentadas;2021-2022;103
28038872;eso;Presentadas;2022-2023;102
28038872;eso;Presentadas;2023-2024;134
28038872;eso;Presentadas;2024-2025;102
28038872;eso;Admitidas;2020-2021;139
28038872;eso;Admitidas;2021-2022;102
28038872;eso;Admitidas;2022-2023;98
28038872;eso;Admitidas;2023-2024;124
28038872;eso;Admitidas;2024-2025;99
28038872;eso;No admitidas;2020-2021;2
28038872;eso;No admitidas;2021-2022;1
28038872;eso;No admitidas;2022-2023;4
28038872;eso;No admitidas;2023-2024;10
28038872;eso;No admitidas;2024-2025;3
28039797;eso;Presentadas;2020-2021;76
28039797;eso;Presentadas;2021-2022;84
28039797;eso;Presentadas;2022-2023;75
28039797;eso;Presentadas;2023-2024;75
28039797;eso;Presentadas;2024-2025;73
28039797;eso;Admitidas;2020-2021;71
28039797;eso;Admitidas;2021-2022;75
28039797;eso;Admitidas;2022-2023;55
28039797;eso;Admitidas;2023-2024;67
28039797;eso;Admitidas;2024-2025;47
28039797;eso;No admitidas;2020-2021;5
28039797;eso;No admitidas;2021-2022;9
28039797;eso;No admitidas;2022-2023;20
28039797;eso;No admitidas;2023-2024;8
28039797;eso;No admitidas;2024-2025;26
28010394;infantil_ii_ciclo;Presentadas;2020-2021;50
28010394;infantil_ii_ciclo;Presentadas;2021-2022;38
28010394;infantil_ii_ciclo;Presentadas;2022-2023;49
28010394;infantil_ii_ciclo;Presentadas;2023-2024;44
28010394;infantil_ii_ciclo;Presentadas;2024-2025;67
28010394;infantil_ii_ciclo;Admitidas;2020-2021;46
28010394;infantil_ii_ciclo;Admitidas;2021-2022;37
28010394;infantil_ii_ciclo;Admitidas;2022-2023;44
28010394;infantil_ii_ciclo;Admitidas;2023-2024;42
28010394;infantil_ii_ciclo;Admitidas;2024-2025;63
28010394;infantil_ii_ciclo;No admitidas;2020-2021;4
28010394;infantil_ii_ciclo;No admitidas;2021-2022;1
28010394;infantil_ii_ciclo;No admitidas;2022-2023;5
28010394;infantil_ii_ciclo;No admitidas;2023-2024;2
28010394;infantil_ii_ciclo;No admitidas;2024-2025;4
28037016;eso;Presentadas;2020-2021;210
28037016;eso;Presentadas;2021-2022;231
28037016;eso;Presentadas;2022-2023;245
28037016;eso;Presentadas;2023-2024;252
28037016;eso;Presentadas;2024-2025;214
28037016;eso;Admitidas;2020-2021;177
28037016;eso;Admitidas;2021-2022;192
28037016;eso;Admitidas;2022-2023;179
28037016;eso;Admitidas;2023-2024;167
28037016;eso;Admitidas;2024-2025;134
28037016;eso;No admitidas;2020-2021;33
28037016;eso;No admitidas;2021-2022;39
28037016;eso;No admitidas;2022-2023;66
28037016;eso;No admitidas;2023-2024;85
28037016;eso;No admitidas;2024-2025;80
28031130;primaria;Presentadas;2020-2021;3
28031130;primaria;Presentadas;2021-2022;4
28031130;primaria;Presentadas;2022-2023;4
28031130;primaria;Presentadas;2023-2024;6
28031130;primaria;Presentadas;2024-2025;9
28031130;primaria;Admitidas;2020-2021;0
28031130;primaria;Admitidas;2021-2022;1
28031130;primaria;Admitidas;2022-2023;2
28031130;primaria;Admitidas;2023-2024;3
28031130;primaria;Admitidas;2024-2025;1
28031130;primaria;No admitidas;2020-2021;3
28031130;primaria;No admitidas;2021-2022;3
28031130;primaria;No admitidas;2022-2023;2
28031130;primaria;No admitidas;2023-2024;3
28031130;primaria;No admitidas;2024-2025;8
28006172;primaria;Presentadas;2020-2021;12
28006172;primaria;Presentadas;2021-2022;15
28006172;primaria;Presentadas;2022-2023;25
28006172;primaria;Presentadas;2023-2024;20
28006172;primaria;Presentadas;2024-2025;22
28006172;primaria;Admitidas;2020-2021;0
28006172;primaria;Admitidas;2021-2022;0
28006172;primaria;Admitidas;2022-2023;1
28006172;primaria;Admitidas;2023-2024;0
28006172;primaria;Admitidas;2024-2025;0
28006172;primaria;No admitidas;2020-2021;12
28006172;primaria;No admitidas;2021-2022;15
28006172;primaria;No admitidas;2022-2023;24
28006172;primaria;No admitidas;2023-2024;20
28006172;primaria;No admitidas;2024-2025;22
28005881;infantil_ii_ciclo;Presentadas;2020-2021;79
28005881;infantil_ii_ciclo;Presentadas;2021-2022;79
28005881;infantil_ii_ciclo;Presentadas;2022-2023;69
28005881;infantil_ii_ciclo;Presentadas;2023-2024;53
28005881;infantil_ii_ciclo;Presentadas;2024-2025;57
28005881;infantil_ii_ciclo;Admitidas;2020-2021;70
28005881;infantil_ii_ciclo;Admitidas;2021-2022;75
28005881;infantil_ii_ciclo;Admitidas;2022-2023;64
28005881;infantil_ii_ciclo;Admitidas;2023-2024;50
28005881;infantil_ii_ciclo;Admitidas;2024-2025;52
28005881;infantil_ii_ciclo;No admitidas;2020-2021;9
28005881;infantil_ii_ciclo;No admitidas;2021-2022;4
28005881;infantil_ii_ciclo;No admitidas;2022-2023;5
28005881;infantil_ii_ciclo;No admitidas;2023-2024;3
28005881;infantil_ii_ciclo;No admitidas;2024-2025;5
28005696;primaria;Presentadas;2020-2021;14
28005696;primaria;Presentadas;2021-2022;22
28005696;primaria;Presentadas;2022-2023;16
28005696;primaria;Presentadas;2023-2024;27
28005696;primaria;Presentadas;2024-2025;15
28005696;primaria;Admitidas;2020-2021;0
28005696;primaria;Admitidas;2021-2022;8
28005696;primaria;Admitidas;2022-2023;3
28005696;primaria;Admitidas;2023-2024;6
28005696;primaria;Admitidas;2024-2025;4
28005696;primaria;No admitidas;2020-2021;14
28005696;primaria;No admitidas;2021-2022;14
28005696;primaria;No admitidas;2022-2023;13
28005696;primaria;No admitidas;2023-2024;21
28005696;primaria;No admitidas;2024-2025;11
28028945;infantil_i_ciclo;Presentadas;2022-2023;42
28028945;infantil_i_ciclo;Presentadas;2023-2024;63
28028945;infantil_i_ciclo;Presentadas;2024-2025;60
28028945;infantil_i_ciclo;Admitidas;2022-2023;26
28028945;infantil_i_ciclo;Admitidas;2023-2024;36
28028945;infantil_i_ciclo;Admitidas;2024-2025;40
28028945;infantil_i_ciclo;No admitidas;2022-2023;16
28028945;infantil_i_ciclo;No admitidas;2023-2024;26
28028945;infantil_i_ciclo;No admitidas;2024-2025;20
28047289;infantil_i_ciclo;Presentadas;2020-2021;22
28047289;infantil_i_ciclo;Presentadas;2021-2022;25
28047289;infantil_i_ciclo;Presentadas;2022-2023;19
28047289;infantil_i_ciclo;Presentadas;2023-2024;18
28047289;infantil_i_ciclo;Presentadas;2024-2025;22
28047289;infantil_i_ciclo;Admitidas;2020-2021;19
28047289;infantil_i_ciclo;Admitidas;2021-2022;25
28047289;infantil_i_ciclo;Admitidas;2022-2023;18
28047289;infantil_i_ciclo;Admitidas;2023-2024;18
28047289;infantil_i_ciclo;Admitidas;2024-2025;20
28047289;infantil_i_ciclo;No admitidas;2020-2021;3
28047289;infantil_i_ciclo;No admitidas;2021-2022;0
28047289;infantil_i_ciclo;No admitidas;2022-2023;1
28047289;infantil_i_ciclo;No admitidas;2023-2024;0
28047289;infantil_i_ciclo;No admitidas;2024-2025;2
28061675;infantil_i_ciclo;Presentadas en el centro;2020-2021;187
28061675;infantil_i_ciclo;Presentadas en el centro;2021-2022;177
28061675;infantil_i_ciclo;Presentadas en el centro;2022-2023;165
28061675;infantil_i_ciclo;Presentadas en el centro;2023-2024;166
28061675;infantil_i_ciclo;Presentadas en el centro;2024-2025;158
28061675;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;127
28061675;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;132
28061675;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;124
28061675;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;129
28061675;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;125
28061675;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28061675;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;4
28061675;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;4
28061675;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;2
28061675;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;2
28061675;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;64
28061675;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;41
28061675;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;37
28061675;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;35
28061675;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;31
28020806;bachillerato;Presentadas;2020-2021;13
28020806;bachillerato;Presentadas;2021-2022;4
28020806;bachillerato;Presentadas;2022-2023;7
28020806;bachillerato;Presentadas;2023-2024;14
28020806;bachillerato;Presentadas;2024-2025;15
28020806;bachillerato;Admitidas;2020-2021;12
28020806;bachillerato;Admitidas;2021-2022;4
28020806;bachillerato;Admitidas;2022-2023;7
28020806;bachillerato;Admitidas;2023-2024;12
28020806;bachillerato;Admitidas;2024-2025;11
28020806;bachillerato;No admitidas;2020-2021;1
28020806;bachillerato;No admitidas;2021-2022;0
28020806;bachillerato;No admitidas;2022-2023;0
28020806;bachillerato;No admitidas;2023-2024;2
28020806;bachillerato;No admitidas;2024-2025;4
28035411;primaria;Presentadas;2020-2021;4
28035411;primaria;Presentadas;2021-2022;7
28035411;primaria;Presentadas;2022-2023;11
28035411;primaria;Presentadas;2023-2024;8
28035411;primaria;Presentadas;2024-2025;11
28035411;primaria;Admitidas;2020-2021;2
28035411;primaria;Admitidas;2021-2022;5
28035411;primaria;Admitidas;2022-2023;6
28035411;primaria;Admitidas;2023-2024;2
28035411;primaria;Admitidas;2024-2025;6
28035411;primaria;No admitidas;2020-2021;2
28035411;primaria;No admitidas;2021-2022;2
28035411;primaria;No admitidas;2022-2023;5
28035411;primaria;No admitidas;2023-2024;6
28035411;primaria;No admitidas;2024-2025;5
28034441;eso;Presentadas;2020-2021;44
28034441;eso;Presentadas;2021-2022;86
28034441;eso;Presentadas;2022-2023;87
28034441;eso;Presentadas;2023-2024;62
28034441;eso;Presentadas;2024-2025;56
28034441;eso;Admitidas;2020-2021;44
28034441;eso;Admitidas;2021-2022;80
28034441;eso;Admitidas;2022-2023;77
28034441;eso;Admitidas;2023-2024;48
28034441;eso;Admitidas;2024-2025;50
28034441;eso;No admitidas;2020-2021;0
28034441;eso;No admitidas;2021-2022;6
28034441;eso;No admitidas;2022-2023;10
28034441;eso;No admitidas;2023-2024;14
28034441;eso;No admitidas;2024-2025;6
28075509;bachillerato;Presentadas;2020-2021;13
28075509;bachillerato;Presentadas;2021-2022;3
28075509;bachillerato;Presentadas;2022-2023;9
28075509;bachillerato;Presentadas;2023-2024;14
28075509;bachillerato;Presentadas;2024-2025;14
28075509;bachillerato;Admitidas;2020-2021;11
28075509;bachillerato;Admitidas;2021-2022;3
28075509;bachillerato;Admitidas;2022-2023;9
28075509;bachillerato;Admitidas;2023-2024;9
28075509;bachillerato;Admitidas;2024-2025;12
28075509;bachillerato;No admitidas;2020-2021;2
28075509;bachillerato;No admitidas;2021-2022;0
28075509;bachillerato;No admitidas;2022-2023;0
28075509;bachillerato;No admitidas;2023-2024;5
28075509;bachillerato;No admitidas;2024-2025;2
28040039;primaria;Presentadas;2020-2021;5
28040039;primaria;Presentadas;2021-2022;6
28040039;primaria;Presentadas;2022-2023;6
28040039;primaria;Presentadas;2023-2024;10
28040039;primaria;Presentadas;2024-2025;6
28040039;primaria;Admitidas;2020-2021;4
28040039;primaria;Admitidas;2021-2022;2
28040039;primaria;Admitidas;2022-2023;5
28040039;primaria;Admitidas;2023-2024;8
28040039;primaria;Admitidas;2024-2025;6
28040039;primaria;No admitidas;2020-2021;1
28040039;primaria;No admitidas;2021-2022;4
28040039;primaria;No admitidas;2022-2023;1
28040039;primaria;No admitidas;2023-2024;2
28040039;primaria;No admitidas;2024-2025;0
28040696;eso;Presentadas;2020-2021;88
28040696;eso;Presentadas;2021-2022;89
28040696;eso;Presentadas;2022-2023;91
28040696;eso;Presentadas;2023-2024;92
28040696;eso;Presentadas;2024-2025;119
28040696;eso;Admitidas;2020-2021;76
28040696;eso;Admitidas;2021-2022;43
28040696;eso;Admitidas;2022-2023;76
28040696;eso;Admitidas;2023-2024;76
28040696;eso;Admitidas;2024-2025;103
28040696;eso;No admitidas;2020-2021;12
28040696;eso;No admitidas;2021-2022;46
28040696;eso;No admitidas;2022-2023;15
28040696;eso;No admitidas;2023-2024;16
28040696;eso;No admitidas;2024-2025;16
28006408;infantil_ii_ciclo;Presentadas;2020-2021;147
28006408;infantil_ii_ciclo;Presentadas;2021-2022;146
28006408;infantil_ii_ciclo;Presentadas;2022-2023;132
28006408;infantil_ii_ciclo;Presentadas;2023-2024;118
28006408;infantil_ii_ciclo;Presentadas;2024-2025;116
28006408;infantil_ii_ciclo;Admitidas;2020-2021;141
28006408;infantil_ii_ciclo;Admitidas;2021-2022;131
28006408;infantil_ii_ciclo;Admitidas;2022-2023;129
28006408;infantil_ii_ciclo;Admitidas;2023-2024;110
28006408;infantil_ii_ciclo;Admitidas;2024-2025;108
28006408;infantil_ii_ciclo;No admitidas;2020-2021;6
28006408;infantil_ii_ciclo;No admitidas;2021-2022;15
28006408;infantil_ii_ciclo;No admitidas;2022-2023;3
28006408;infantil_ii_ciclo;No admitidas;2023-2024;8
28006408;infantil_ii_ciclo;No admitidas;2024-2025;8
28063829;infantil_ii_ciclo;Presentadas;2020-2021;61
28063829;infantil_ii_ciclo;Presentadas;2021-2022;74
28063829;infantil_ii_ciclo;Presentadas;2022-2023;63
28063829;infantil_ii_ciclo;Presentadas;2023-2024;55
28063829;infantil_ii_ciclo;Presentadas;2024-2025;67
28063829;infantil_ii_ciclo;Admitidas;2020-2021;58
28063829;infantil_ii_ciclo;Admitidas;2021-2022;69
28063829;infantil_ii_ciclo;Admitidas;2022-2023;56
28063829;infantil_ii_ciclo;Admitidas;2023-2024;48
28063829;infantil_ii_ciclo;Admitidas;2024-2025;58
28063829;infantil_ii_ciclo;No admitidas;2020-2021;3
28063829;infantil_ii_ciclo;No admitidas;2021-2022;5
28063829;infantil_ii_ciclo;No admitidas;2022-2023;7
28063829;infantil_ii_ciclo;No admitidas;2023-2024;7
28063829;infantil_ii_ciclo;No admitidas;2024-2025;9
28067264;infantil_i_ciclo;Presentadas;2020-2021;11
28067264;infantil_i_ciclo;Presentadas;2021-2022;10
28067264;infantil_i_ciclo;Presentadas;2022-2023;11
28067264;infantil_i_ciclo;Presentadas;2023-2024;6
28067264;infantil_i_ciclo;Presentadas;2024-2025;9
28067264;infantil_i_ciclo;Admitidas;2020-2021;6
28067264;infantil_i_ciclo;Admitidas;2021-2022;9
28067264;infantil_i_ciclo;Admitidas;2022-2023;11
28067264;infantil_i_ciclo;Admitidas;2023-2024;6
28067264;infantil_i_ciclo;Admitidas;2024-2025;8
28067264;infantil_i_ciclo;No admitidas;2020-2021;5
28067264;infantil_i_ciclo;No admitidas;2021-2022;1
28067264;infantil_i_ciclo;No admitidas;2022-2023;0
28067264;infantil_i_ciclo;No admitidas;2023-2024;0
28067264;infantil_i_ciclo;No admitidas;2024-2025;1
28049079;infantil_i_ciclo;Presentadas en el centro;2020-2021;152
28049079;infantil_i_ciclo;Presentadas en el centro;2021-2022;134
28049079;infantil_i_ciclo;Presentadas en el centro;2022-2023;146
28049079;infantil_i_ciclo;Presentadas en el centro;2023-2024;134
28049079;infantil_i_ciclo;Presentadas en el centro;2024-2025;137
28049079;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;98
28049079;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;108
28049079;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;96
28049079;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;99
28049079;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;100
28049079;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28049079;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;6
28049079;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;12
28049079;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;13
28049079;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;10
28049079;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;59
28049079;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;20
28049079;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;38
28049079;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;21
28049079;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;27
28010862;infantil_ii_ciclo;Presentadas;2020-2021;26
28010862;infantil_ii_ciclo;Presentadas;2021-2022;30
28010862;infantil_ii_ciclo;Presentadas;2022-2023;35
28010862;infantil_ii_ciclo;Presentadas;2023-2024;29
28010862;infantil_ii_ciclo;Presentadas;2024-2025;30
28010862;infantil_ii_ciclo;Admitidas;2020-2021;25
28010862;infantil_ii_ciclo;Admitidas;2021-2022;24
28010862;infantil_ii_ciclo;Admitidas;2022-2023;18
28010862;infantil_ii_ciclo;Admitidas;2023-2024;18
28010862;infantil_ii_ciclo;Admitidas;2024-2025;26
28010862;infantil_ii_ciclo;No admitidas;2020-2021;1
28010862;infantil_ii_ciclo;No admitidas;2021-2022;6
28010862;infantil_ii_ciclo;No admitidas;2022-2023;17
28010862;infantil_ii_ciclo;No admitidas;2023-2024;11
28010862;infantil_ii_ciclo;No admitidas;2024-2025;4
28069169;infantil_ii_ciclo;Presentadas;2020-2021;82
28069169;infantil_ii_ciclo;Presentadas;2021-2022;86
28069169;infantil_ii_ciclo;Presentadas;2022-2023;64
28069169;infantil_ii_ciclo;Presentadas;2023-2024;50
28069169;infantil_ii_ciclo;Presentadas;2024-2025;46
28069169;infantil_ii_ciclo;Admitidas;2020-2021;70
28069169;infantil_ii_ciclo;Admitidas;2021-2022;78
28069169;infantil_ii_ciclo;Admitidas;2022-2023;59
28069169;infantil_ii_ciclo;Admitidas;2023-2024;47
28069169;infantil_ii_ciclo;Admitidas;2024-2025;38
28069169;infantil_ii_ciclo;No admitidas;2020-2021;12
28069169;infantil_ii_ciclo;No admitidas;2021-2022;8
28069169;infantil_ii_ciclo;No admitidas;2022-2023;5
28069169;infantil_ii_ciclo;No admitidas;2023-2024;3
28069169;infantil_ii_ciclo;No admitidas;2024-2025;8
28063787;primaria;Presentadas;2020-2021;11
28063787;primaria;Presentadas;2021-2022;7
28063787;primaria;Presentadas;2022-2023;5
28063787;primaria;Presentadas;2023-2024;6
28063787;primaria;Presentadas;2024-2025;18
28063787;primaria;Admitidas;2020-2021;9
28063787;primaria;Admitidas;2021-2022;4
28063787;primaria;Admitidas;2022-2023;4
28063787;primaria;Admitidas;2023-2024;6
28063787;primaria;Admitidas;2024-2025;16
28063787;primaria;No admitidas;2020-2021;2
28063787;primaria;No admitidas;2021-2022;3
28063787;primaria;No admitidas;2022-2023;1
28063787;primaria;No admitidas;2023-2024;0
28063787;primaria;No admitidas;2024-2025;2
28069169;primaria;Presentadas;2020-2021;9
28069169;primaria;Presentadas;2021-2022;23
28069169;primaria;Presentadas;2022-2023;19
28069169;primaria;Presentadas;2023-2024;19
28069169;primaria;Presentadas;2024-2025;11
28069169;primaria;Admitidas;2020-2021;0
28069169;primaria;Admitidas;2021-2022;7
28069169;primaria;Admitidas;2022-2023;5
28069169;primaria;Admitidas;2023-2024;4
28069169;primaria;Admitidas;2024-2025;0
28069169;primaria;No admitidas;2020-2021;9
28069169;primaria;No admitidas;2021-2022;16
28069169;primaria;No admitidas;2022-2023;14
28069169;primaria;No admitidas;2023-2024;15
28069169;primaria;No admitidas;2024-2025;11
28068220;infantil_i_ciclo;Presentadas en el centro;2020-2021;18
28068220;infantil_i_ciclo;Presentadas en el centro;2021-2022;14
28068220;infantil_i_ciclo;Presentadas en el centro;2022-2023;19
28068220;infantil_i_ciclo;Presentadas en el centro;2023-2024;18
28068220;infantil_i_ciclo;Presentadas en el centro;2024-2025;24
28068220;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;10
28068220;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;12
28068220;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;16
28068220;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;18
28068220;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;19
28068220;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
